id,text,label,label_source,model,model_id,template_id,van_phong,do_dai,ngu_canh
llama-Surprise-0150,"Hôm nay tôi thức dậy và nhìn qua cửa sổ, thấy mặt trời đang chiếu rọi vào căn phòng. Nhưng điều khiến tôi ngạc nhiên là ngoài trời đang có tuyết phủ dày, bao phủ mọi thứ. Tôi không thể tin được, chỉ cách đây vài ngày vẫn còn mùa hè oi bức. Tôi nhớ hôm qua đã đi mua sắm và thấy một số người mặc áo khoác, nhưng tôi nghĩ đó chỉ là một xu hướng thời trang.

Tôi lấy điện thoại ra và kiểm tra thông tin thời tiết, và quả thực, hôm nay Hà Nội sẽ ghi nhận lượng tuyết rơi lớn chưa từng có. Tôi không thể hiểu được tại sao thời tiết lại thay đổi nhanh đến thế. Tôi đã sống ở Hà Nội nhiều năm, nhưng vẫn chưa từng thấy cảnh này.

Tôi xem lại lịch thời tiết trong tuần, và thấy rằng nhiệt độ đã bắt đầu hạ nhiệt từ sáng thứ Hai. Nhưng tôi không thể ngờ được sẽ có tuyết rơi như vậy. Tôi chỉ có thể đứng ở cửa sổ, ngắm nhìn cảnh tuyết phủ trắng tinh và biết rằng hôm nay là một ngày thật đặc biệt.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","dài (7-10 câu, khoảng 110-180 chữ)","thời tiết, mùa trong năm"
llama-Surprise-0151,"Hôm nay, tôi vẫn chưa thể quên được giây phút bất ngờ gặp lại bạn trai cũ của mình sau bao năm xa cách. Chúng tôi không còn liên lạc trực tiếp sau khi chúng tôi chia tay, nhưng đôi khi tôi vẫn còn mơ hồ về những gì đã xảy ra. Trong cuộc trò chuyện đột xuất hôm nay, tôi phát hiện ra rằng anh ấy đã có một con cái và đang sống một cuộc sống hoàn toàn khác. Tôi vẫn nhớ lại những ngày tháng yêu đương và hạnh phúc bên cạnh anh ấy, nhưng bây giờ tôi cảm thấy mình không còn là một phần của câu chuyện đó. Tôi không biết làm thế nào để đối mặt với sự thật này, nhưng tôi biết một điều chắc chắn: cuộc sống luôn thay đổi và tôi phải học cách thích nghi.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","vừa (4-6 câu, khoảng 60-110 chữ)",tình bạn
llama-Surprise-0153,"Hôm nay, tôi bước ra khỏi nhà và được gặp một sự bất ngờ. Mặt trời đang mọc lên trên bầu trời, nhưng tôi vẫn thấy những tàn dư của hơi nước bốc lên từ mặt đất, còn nghi ngút trong không khí lạnh giá của mùa đông. Tôi không thể tin được, vì cuối tuần qua đã có một trận mưa lớn, và tôi đã nghĩ rằng mùa đông sẽ kéo dài. Nhưng giờ đây, tôi thấy nắng ấm dần thấm vào da, làm tôi cảm thấy ngạc nhiên và bất ngờ trước thay đổi nhanh chóng của thời tiết.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"trang trọng, chỉn chu như viết thư","ngắn (2-3 câu, khoảng 30-60 chữ)","thời tiết, mùa trong năm"
llama-Surprise-0154,"Hôm nay, tôi vô cùng ngạc nhiên khi thấy một bài đăng của một người bạn cũ đã xuất hiện trên trang cá nhân của tôi. Tôi chưa kết nối với anh ấy từ rất lâu rồi, và hôm nay là lần đầu tiên tôi biết rằng anh ấy đã quay lại hoạt động trên mạng xã hội. Tôi vẫn còn nhớ những ngày tháng chúng tôi cùng nhau chia sẻ ý tưởng và kinh nghiệm trong lĩnh vực công nghệ. Bây giờ, anh ấy đã chọn một chủ đề hoàn toàn khác và tôi không thể hiểu được lý do tại sao anh ấy lại chọn nó. Tôi đã đọc bài đăng một cách cẩn thận và cảm thấy một chút khó hiểu. Tôi không biết phải bình luận thế nào.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","vừa (4-6 câu, khoảng 60-110 chữ)",mạng xã hội
llama-Surprise-0155,"Tôi vừa đi ra ngoài và thấy trời đổ mưa. Không biết từ lúc nào thì bắt đầu mưa, nhưng bây giờ đường đã ngập. Tôi vừa vội chạy vào nhà để tránh nước mưa. Khi nhìn ra cửa sổ, tôi thấy cây hoa quả trong sân nhà tôi đã bị nước cuốn trôi. Tôi không thể tin được, chỉ cách đó một ngày, nắng nóng vẫn còn vắt kiệt mọi thứ. Giờ thì nước mưa đã rửa sạch những dấu tích của cái nóng. Tôi phải quên đi việc đi chơi kế hoạch hôm nay.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","vừa (4-6 câu, khoảng 60-110 chữ)","thời tiết, mùa trong năm"
llama-Surprise-0156,"Tôi vừa bước ra khỏi nhà khi thấy trời đì đò, nhưng chưa kịp lấy ô thì mưa đã bắt đầu rơi. Những giọt nước lớn, mạnh mẽ và vô cùng bất ngờ, cứ đổ xuống như thế. Tôi đứng nhìn, không tin được sự việc đang xảy ra. Mùa hè này đã quá đặc biệt rồi, liệu có gì khác nữa không?",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","ngắn (2-3 câu, khoảng 30-60 chữ)","thời tiết, mùa trong năm"
llama-Surprise-0157,"Hôm nay là một ngày bất ngờ không thể ngờ đến. Tôi vừa nhận được thông báo từ ngân hàng về việc tôi đã được duyệt khoản vay thế chấp trị giá 500 triệu đồng mà tôi đã đề nghị gần một tháng trước. Ban đầu tôi nghĩ rằng cơ hội này rất thấp, nhưng không biết tại sao ban lãnh đạo ngân hàng lại quyết định ưu đãi tôi như vậy. Tôi vẫn chưa hoàn toàn hiểu lý do đằng sau quyết định này, nhưng tôi biết rằng đây là cơ hội tuyệt vời để tôi thực hiện kế hoạch kinh doanh của mình. Tôi đã dành nhiều thời gian và công sức để chuẩn bị và thuyết phục họ, và cuối cùng tôi cũng đã thành công. Tôi không thể chờ đợi để bắt tay vào việc và bắt đầu thực hiện kế hoạch của mình. Tôi sẽ phải làm việc chăm chỉ để đảm bảo rằng tôi có thể hoàn trả khoản vay đúng hạn và mang lại lợi nhuận cho bản thân. Tôi hy vọng rằng điều này sẽ giúp tôi xây dựng một tương lai ổn định và thành công. Tôi sẽ phải cẩn thận và nghiêm túc khi quản lý tài chính của mình để tránh những rủi ro không mong muốn. Tôi sẽ phải cân nhắc kỹ lưỡng từng quyết định và hành động của mình để đảm bảo rằng tôi luôn đi đúng hướng.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"trang trọng, chỉn chu như viết thư","dài (7-10 câu, khoảng 110-180 chữ)","tài chính, chi tiêu"
llama-Surprise-0158,"Hôm nay khi mở Facebook lên, tôi thấy thông báo từ bạn bè mà mình đã quên đi kể từ khi chuyển sang nơi mới học. Không biết làm thế nào, nhưng họ vẫn nhớ đến tôi và đã tạo được một danh sách bạn bè chung. Tôi ngạc nhiên vì mình thực sự chưa bao giờ nghĩ rằng mọi người sẽ làm được điều đó. Tôi đang cố gắng tìm hiểu cách quản lý danh sách này.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","ngắn (2-3 câu, khoảng 30-60 chữ)",mạng xã hội
llama-Surprise-0159,"Tôi vừa nhận được tin từ cô gái tôi đang theo đuổi, nói rằng cô đã quyết định kết thúc mối quan hệ với tôi từ hôm qua. Tôi vẫn chưa kịp hiểu rõ lý do khiến cô ấy thay đổi suy nghĩ, mà giờ đây cô ấy đã đưa ra quyết định mạnh mẽ như vậy. Tôi nhớ lại những lần chúng ta trò chuyện, cười đùa, chia sẻ về cuộc sống. Tôi vẫn tưởng rằng chúng ta đang tiến triển theo hướng tốt đẹp hơn. Bây giờ, khi nghe tin từ cô ấy, tôi cảm thấy thế giới xung quanh tôi đang trở nên không chắc chắn và mất đi sự ổn định. Tôi tự hỏi liệu có ai đó cũng từng trải qua tình huống tương tự như vậy hay không. Tôi đang cố gắng giữ bình tĩnh và không để cho sự sốt ruột lấn át suy nghĩ của mình. Nhưng hiện tại, tôi chỉ có thể đứng ở vị trí này, bất động và bàng hoàng trước những gì đã xảy ra.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","dài (7-10 câu, khoảng 110-180 chữ)",tình bạn
llama-Surprise-0160,"Tôi vừa nhận được tin từ cô gái đã từng cùng tôi học đại học rằng cô ấy sắp trở thành giám đốc điều hành của một công ty hàng đầu tại Hà Nội. Tôi vẫn chưa thể tin được sự kiện này khi chúng ta vừa mới gặp nhau sau bao lâu. Tôi nhớ lại những giờ đồng hồ ngồi trong lớp, tham gia các dự án nhóm và luôn nghĩ rằng cô ấy có khả năng phát triển cao.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","ngắn (2-3 câu, khoảng 30-60 chữ)",tình bạn
llama-Surprise-0161,"Hôm nay, tôi đi siêu thị mua thực phẩm cho tuần tới. Khi tôi đang chờ đợi tại quầy thanh toán, tôi nhìn thấy một chiếc hộp sữa đặc biệt mà tôi chưa bao giờ thấy trước đây. Tên sản phẩm là ""Sữa tình yêu"" và trên bao bì có hình ảnh hai đứa trẻ ôm ấp nhau. Tôi rất ngạc nhiên vì thấy cái tên này ở một sản phẩm sữa.

Tôi tự hỏi làm thế nào mà công ty sản xuất được thể loại như vậy. Họ đã nghĩ ra một cách để kết nối giữa sữa và tình yêu như thế nào. Tôi nhìn xung quanh để xem có ai khác nhận thấy cũng như tôi, nhưng mọi người đều quá bận rộn với việc thanh toán và mua sắm. Tôi không thể không suy ngẫm về ý nghĩa đằng sau cái tên này. Đúng là một cái tên khá lạ đời.

Tôi tự hỏi liệu có phải họ muốn tạo ra một hình ảnh ấm áp và gia đình trong tâm trí người tiêu dùng hay không. Tôi không thể biết chắc chắn, nhưng chắc chắn rằng cái tên này sẽ thu hút sự chú ý của tôi. Tôi đặt hàng và rời khỏi siêu thị với suy nghĩ vẫn còn mù mờ.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","dài (7-10 câu, khoảng 110-180 chữ)",chuyện nhỏ trong ngày
llama-Surprise-0162,"Tôi vừa thấy tin tức mới nhất về một thương hiệu thời trang nổi tiếng đã chọn một người bạn học lớp 12 của tôi làm đại diện thương hiệu tại Việt Nam. Tôi hoàn toàn không ngờ đến điều này! Có thể là do sự nổi tiếng của người đó trên mạng xã hội, nhưng tôi vẫn không nghĩ họ sẽ được lựa chọn như vậy. Tôi nhớ lúc đó tôi còn nghĩ rằng chỉ có những người nổi tiếng lâu năm, có mạng lưới quan hệ rộng rãi mới có cơ hội như vậy. Tôi thực sự không biết phải nói gì khi nghe tin này. Tôi đã xem lại trang cá nhân của người bạn này, và thật ra, họ đã có rất nhiều bài đăng về các dự án và hoạt động của mình. Tôi bắt đầu cảm thấy có lý do tại sao họ lại được chọn.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","vừa (4-6 câu, khoảng 60-110 chữ)",mạng xã hội
llama-Surprise-0163,"Hôm nay tôi vừa nhận được tin tức bất ngờ từ mẹ. Sau nhiều năm vất vả làm việc ở thành phố, cha tôi đã quyết định về quê lập nghiệp và mở quán ăn nhỏ. Tôi thật ngạc nhiên khi nghe mẹ kể về việc này. Mình chưa bao giờ thấy cha mình nghĩ đến việc khởi nghiệp kinh doanh như vậy, nhưng rõ ràng là anh ấy đã có kế hoạch rất cụ thể và kiên trì.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","ngắn (2-3 câu, khoảng 30-60 chữ)",gia đình
llama-Surprise-0164,Tôi vừa biết tin mẹ sẽ đi du lịch sang Mỹ một tháng rưỡi vì công tác. Tôi vẫn chưa kịp lành vết thương sau khi em trai gây rắc rối trước đó thì mẹ lại có quyết định như vậy. Tôi vẫn chưa hiểu tại sao mẹ lại chọn thời điểm này để đi mà không nói cho ai biết trước.,Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","ngắn (2-3 câu, khoảng 30-60 chữ)",gia đình
llama-Surprise-0165,"Tôi vừa nhận được tin tức gây cho tôi một sự bất ngờ lớn. Tôi đã dự thi đại học vào cuối tuần qua và hôm nay là ngày thông báo kết quả. Tôi đang ngồi ở phòng nhỏ trong nhà, tay cầm điện thoại và chờ đợi thông báo kết quả từ trường đại học. Trên màn hình, tôi thấy thông báo rằng tôi đã trúng tuyển vào một trường đại học mà tôi luôn mơ ước. Tôi vẫn chưa thể tin được điều này, như thể toàn bộ cuộc sống của tôi chỉ xoay quanh một câu nói đơn giản: ""Chúc mừng, bạn đã trúng tuyển"". Tôi nhớ lại những ngày tháng chuẩn bị cho kỳ thi này, từ khi tôi bắt đầu ôn luyện cho đến khi tôi bước vào phòng thi cuối cùng. Tất cả đều có ý nghĩa và giá trị khi biết rằng nó sẽ dẫn tôi đến đây. Tôi cảm thấy một chút run rẩy khi nghĩ về tương lai, nhưng hiện tại, tôi chỉ muốn tận hưởng khoảnh khắc này. Tôi sẽ không quên được cảm giác này mãi sau.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","dài (7-10 câu, khoảng 110-180 chữ)","học tập, thi cử"
